date,region,language,keyword,impressions,clicks,page_load_time_sec,conversions,revenue_usd
2026-02-10,US,EN,running shoes online,19442,1243,6.91,8,753.42
2026-05-20,APAC,ZH,cross-border sports sneakers,18276,670,1.24,6,427.2
2026-04-25,APAC,EN,耐磨网球鞋,621,23,4.52,0,0.0
2026-04-10,APAC,ZH,耐磨网球鞋,16074,244,1.54,2,193.83
2026-04-27,APAC,JP,耐磨网球鞋,1845,37,4.36,0,0.0
2026-03-30,US,EN,buy gym shoes,3565,115,3.4,1,96.93
2026-04-03,US,EN,affordable athletic footwear,4842,370,2.03,8,542.83
2026-05-19,APAC,JP,東京 マラソン 靴,5492,268,3.73,1,85.0
2026-03-01,APAC,ZH,cross-border sports sneakers,7679,205,3.42,1,62.0
2026-03-09,APAC,ZH,耐磨网球鞋,5794,109,6.5,0,0.0
2026-03-19,US,EN,buy gym shoes,1801,53,8.06,0,0.0
2026-02-15,US,EN,buy gym shoes,18527,437,3.39,7,668.65
2026-02-07,US,EN,buy gym shoes,3676,273,1.75,6,544.42
2026-01-17,US,EN,running shoes online,10203,583,0.86,13,1009.26
2026-03-07,US,EN,best marathon sneakers,3883,184,0.8,5,396.79
2026-02-05,US,EN,discount sports shoes,10589,502,2.65,6,573.83
2026-03-15,US,EN,running shoes online,10747,778,6.3,6,459.83
2026-01-07,US,EN,discount sports shoes,8674,322,0.93,9,609.77
2026-01-16,US,EN,best marathon sneakers,12036,574,0.95,16,1162.07
2026-01-14,US,EN,running shoes online,15305,465,1.14,15,1133.24
2026-03-21,APAC,ZH,ランニングシューズ 評価,18101,510,2.55,5,494.24
2026-01-25,APAC,EN,cross-border sports sneakers,3820,181,4.44,0,0.0
2026-04-15,US,EN,affordable athletic footwear,9719,629,0.59,28,2161.29
2026-01-04,APAC,ZH,耐磨网球鞋,1704,76,4.82,0,0.0
2026-06-06,US,EN,best marathon sneakers,4662,198,4.01,3,231.81
2026-05-07,APAC,JP,耐磨网球鞋,14877,262,5.92,1,43.84
2026-02-25,APAC,ZH,ランニングシューズ 評価,5037,148,1.22,1,84.45
2026-01-06,US,EN,best marathon sneakers,1078,46,1.01,1,83.72
2026-05-09,APAC,EN,cross-border sports sneakers,841,18,7.64,0,0.0
2026-06-16,APAC,JP,耐磨网球鞋,3084,149,1.9,1,85.29
2026-05-09,US,EN,best marathon sneakers,8374,225,1.85,3,165.12
2026-04-25,US,EN,running shoes online,16129,644,0.95,20,1812.38
2026-02-26,US,EN,running shoes online,7012,271,0.89,7,514.04
2026-03-06,US,EN,affordable athletic footwear,4539,128,3.01,2,240.92
2026-03-06,US,EN,discount sports shoes,1724,50,4.8,0,0.0
2026-04-13,US,EN,running shoes online,1967,92,4.26,1,82.05
2026-01-21,APAC,EN,跑步鞋推荐2026,18664,775,2.15,9,768.43
2026-06-07,US,EN,buy gym shoes,16268,666,0.61,24,1930.89
2026-02-02,US,EN,running shoes online,3886,105,1.41,3,267.59
2026-06-25,APAC,ZH,跑步鞋推荐2026,18948,501,5.84,2,113.47
2026-01-22,US,EN,affordable athletic footwear,3576,72,0.59,3,286.07
2026-04-20,APAC,JP,ランニングシューズ 評価,5829,246,8.49,0,0.0
2026-01-04,US,EN,running shoes online,19199,894,1.28,19,2101.35
2026-06-21,APAC,EN,ランニングシューズ 評価,576,19,2.67,0,0.0
2026-05-20,US,EN,buy gym shoes,6668,173,1.18,3,197.8
2026-03-15,APAC,JP,跑步鞋推荐2026,892,31,3.11,0,0.0
2026-04-29,US,EN,best marathon sneakers,7447,202,2.11,3,324.68
2026-06-29,US,EN,buy gym shoes,3072,84,1.96,1,73.98
2026-04-03,US,EN,best marathon sneakers,3984,260,0.57,8,947.1
2026-03-06,US,EN,affordable athletic footwear,3617,73,4.3,0,0.0
2026-03-06,US,EN,running shoes online,7249,209,0.71,8,693.72
2026-01-10,APAC,ZH,跑步鞋推荐2026,15638,283,6.81,0,0.0
2026-05-26,US,EN,buy gym shoes,4472,144,3.42,2,195.34
2026-02-16,APAC,EN,cross-border sports sneakers,14066,504,1.23,7,533.7
2026-03-07,US,EN,affordable athletic footwear,7567,351,1.37,8,820.92
2026-02-18,US,EN,discount sports shoes,9843,554,1.61,10,870.0
2026-01-22,APAC,ZH,跑步鞋推荐2026,18154,691,13.08,1,74.89
2026-03-27,US,EN,running shoes online,5526,255,2.61,3,283.6
2026-01-26,APAC,ZH,cross-border sports sneakers,8513,134,21.81,0,0.0
2026-05-17,US,EN,affordable athletic footwear,18186,1310,0.84,51,4312.53
2026-05-29,US,EN,buy gym shoes,8966,321,1.95,5,506.68
2026-04-05,APAC,ZH,cross-border sports sneakers,19656,920,11.69,2,144.96
2026-04-17,US,EN,best marathon sneakers,5936,219,0.5,11,595.79
2026-05-14,US,EN,running shoes online,1734,47,2.01,0,0.0
2026-01-14,US,EN,best marathon sneakers,12210,544,1.4,11,871.84
2026-06-10,US,EN,buy gym shoes,15430,864,2.46,19,1859.39
2026-03-12,APAC,JP,耐磨网球鞋,17274,714,5.48,3,309.22
2026-06-01,APAC,ZH,ランニングシューズ 評価,3587,144,4.81,0,0.0
2026-03-16,US,EN,buy gym shoes,9640,771,0.7,30,2793.17
2026-04-30,US,EN,buy gym shoes,2750,158,1.97,3,260.57
2026-04-22,APAC,ZH,cross-border sports sneakers,10219,175,11.43,0,0.0
2026-02-20,US,EN,buy gym shoes,13560,289,2.95,5,413.79
2026-05-10,US,EN,buy gym shoes,11312,670,0.98,17,1445.88
2026-05-23,APAC,ZH,ランニングシューズ 評価,12547,399,9.05,1,77.9
2026-06-12,US,EN,affordable athletic footwear,17234,774,1.5,18,1600.16
2026-02-05,APAC,EN,耐磨网球鞋,4627,230,2.32,1,86.7
2026-04-28,US,EN,best marathon sneakers,9695,754,1.56,13,1240.85
2026-06-16,US,EN,best marathon sneakers,6661,367,0.73,10,688.72
2026-01-04,US,EN,buy gym shoes,17646,752,0.61,29,2702.79
2026-01-06,US,EN,best marathon sneakers,7371,328,2.97,4,346.68
2026-06-07,APAC,EN,耐磨网球鞋,12334,399,4.65,2,197.71
2026-04-20,US,EN,discount sports shoes,8132,534,2.66,10,834.09
2026-04-09,US,EN,affordable athletic footwear,17448,609,1.49,15,1143.05
2026-05-02,US,EN,best marathon sneakers,15916,1002,0.78,41,3892.13
2026-04-27,US,EN,discount sports shoes,818,44,1.41,0,0.0
2026-04-06,US,EN,affordable athletic footwear,5018,118,1.38,3,226.43
2026-03-08,US,EN,buy gym shoes,3375,110,2.55,1,85.0
2026-04-30,US,EN,affordable athletic footwear,2524,84,1.01,1,91.78
2026-01-15,US,EN,running shoes online,8877,370,2.91,6,509.77
2026-01-17,US,EN,best marathon sneakers,16004,715,1.07,17,1595.99
2026-01-18,APAC,ZH,cross-border sports sneakers,6780,275,1.91,3,262.79
2026-04-25,US,EN,affordable athletic footwear,16400,1054,1.48,28,1839.48
2026-05-27,US,EN,best marathon sneakers,15342,1052,0.82,26,1359.61
2026-03-17,US,EN,discount sports shoes,9964,494,3.7,6,520.58
2026-03-29,US,EN,discount sports shoes,2155,143,0.64,5,306.55
2026-06-01,APAC,JP,ランニングシューズ 評価,15150,629,1.47,8,683.58
2026-04-01,APAC,JP,ランニングシューズ 評価,11516,173,4.1,1,107.5
2026-02-17,US,EN,running shoes online,13348,626,2.88,10,790.31
2026-06-07,APAC,ZH,耐磨网球鞋,652,21,6.13,0,0.0
2026-01-15,US,EN,best marathon sneakers,5832,295,0.93,6,493.93
2026-06-24,US,EN,running shoes online,15431,1174,1.11,31,3352.71
2026-05-03,US,EN,buy gym shoes,7746,441,1.32,9,642.76
2026-05-07,APAC,ZH,東京 マラソン 靴,7363,180,4.35,0,0.0
2026-06-21,US,EN,best marathon sneakers,5195,121,2.44,2,163.04
2026-04-08,US,EN,affordable athletic footwear,8766,527,1.19,13,873.96
2026-06-04,APAC,EN,ランニングシューズ 評価,8000,159,5.2,0,0.0
2026-03-25,APAC,ZH,耐磨网球鞋,899,23,7.8,0,0.0
2026-02-10,APAC,JP,cross-border sports sneakers,19503,639,5.87,2,147.42
2026-04-06,US,EN,running shoes online,14518,896,1.08,32,2699.73
2026-03-09,APAC,JP,ランニングシューズ 評価,11589,204,4.45,1,61.2
2026-01-05,US,EN,best marathon sneakers,12341,963,0.95,27,2348.54
2026-02-22,APAC,JP,cross-border sports sneakers,8697,156,6.29,0,0.0
2026-05-02,US,EN,running shoes online,719,42,1.24,1,70.26
2026-05-16,US,EN,discount sports shoes,17840,1020,2.02,20,1298.23
2026-01-22,US,EN,discount sports shoes,538,25,1.16,0,0.0
2026-04-16,US,EN,affordable athletic footwear,2288,145,2.47,3,237.47
2026-01-07,US,EN,buy gym shoes,8758,517,4.09,6,445.03
2026-05-30,APAC,ZH,ランニングシューズ 評価,15799,257,3.84,1,94.8
2026-02-15,APAC,EN,ランニングシューズ 評価,5727,200,1.4,3,211.78
2026-01-30,US,EN,best marathon sneakers,9236,542,1.33,14,1194.47
2026-05-06,APAC,EN,東京 マラソン 靴,3880,97,4.77,0,0.0
2026-04-11,US,EN,buy gym shoes,7883,456,1.06,12,1122.9
2026-05-24,US,EN,best marathon sneakers,16665,613,3.04,9,1026.02
2026-03-20,APAC,JP,東京 マラソン 靴,15075,364,7.19,0,0.0
2026-05-13,US,EN,buy gym shoes,7229,228,3.64,3,184.11
2026-03-08,US,EN,running shoes online,18679,511,0.54,15,1443.8
2026-01-23,US,EN,discount sports shoes,1187,91,0.51,2,189.78
2026-03-15,US,EN,affordable athletic footwear,13259,790,1.34,14,1214.5
2026-01-05,US,EN,best marathon sneakers,1066,83,2.19,1,115.32
2026-05-31,US,EN,best marathon sneakers,19951,871,0.82,24,1404.12
2026-03-23,US,EN,affordable athletic footwear,14851,780,6.38,6,517.55
2026-01-25,APAC,ZH,跑步鞋推荐2026,8081,360,12.77,0,0.0
2026-01-08,US,EN,best marathon sneakers,6162,319,2.1,5,424.44
2026-05-29,US,EN,running shoes online,18942,787,6.21,7,594.73
2026-01-02,US,EN,buy gym shoes,2152,131,0.62,5,467.24
2026-01-22,US,EN,discount sports shoes,10552,272,4.22,2,158.49
2026-03-13,US,EN,discount sports shoes,10601,551,3.34,9,715.4
2026-03-28,US,EN,buy gym shoes,1548,43,0.56,1,110.19
2026-03-13,US,EN,discount sports shoes,10917,231,0.89,7,534.93
2026-03-09,US,EN,buy gym shoes,11247,584,0.99,17,1276.14
2026-03-05,US,EN,buy gym shoes,19854,769,1.52,15,1195.99
2026-04-04,US,EN,affordable athletic footwear,2730,191,0.52,8,705.46
2026-01-19,US,EN,best marathon sneakers,19542,1084,3.59,11,795.1
2026-05-08,APAC,ZH,跑步鞋推荐2026,8528,144,12.58,0,0.0
2026-03-28,APAC,ZH,ランニングシューズ 評価,13299,564,1.93,4,504.71
2026-03-23,US,EN,running shoes online,14771,397,2.06,9,917.61
2026-03-28,US,EN,affordable athletic footwear,18792,452,4.45,4,385.19
2026-04-07,US,EN,affordable athletic footwear,7529,545,1.32,17,1850.69
2026-02-21,US,EN,buy gym shoes,9360,546,1.32,13,1185.49
2026-06-24,APAC,EN,cross-border sports sneakers,14725,403,3.38,1,98.87
2026-03-23,US,EN,buy gym shoes,14465,402,3.29,5,524.23
2026-06-21,APAC,JP,東京 マラソン 靴,829,16,6.43,0,0.0
2026-04-07,US,EN,buy gym shoes,3555,231,2.63,4,373.08
2026-05-15,APAC,ZH,cross-border sports sneakers,18439,763,10.84,1,107.07
2026-04-25,APAC,ZH,cross-border sports sneakers,16662,528,2.28,3,263.71
2026-04-02,US,EN,discount sports shoes,15064,597,0.51,25,2326.46
2026-01-01,US,EN,buy gym shoes,5031,237,7.13,1,74.16
2026-03-04,US,EN,affordable athletic footwear,9191,189,2.61,2,209.9
2026-06-16,US,EN,buy gym shoes,8650,208,3.36,2,112.47
2026-01-19,APAC,ZH,跑步鞋推荐2026,18297,601,3.77,3,206.42
2026-01-31,US,EN,buy gym shoes,4991,340,1.47,6,485.7
2026-03-18,US,EN,best marathon sneakers,13305,932,1.22,28,2798.58
2026-05-01,APAC,JP,ランニングシューズ 評価,18926,564,1.3,5,549.38
2026-01-24,US,EN,buy gym shoes,3202,237,0.6,8,612.11
2026-03-10,US,EN,buy gym shoes,16792,942,0.7,30,2659.11
2026-06-10,US,EN,best marathon sneakers,17529,1012,1.88,16,1467.99
2026-02-28,US,EN,best marathon sneakers,1756,71,2.35,1,72.18
2026-04-24,US,EN,affordable athletic footwear,17096,1319,4.52,11,1283.61
2026-06-10,US,EN,running shoes online,14436,1132,0.86,34,2618.14
2026-06-09,US,EN,running shoes online,618,45,0.59,2,180.78
2026-04-11,US,EN,buy gym shoes,8323,343,2.04,6,475.36
2026-06-18,US,EN,buy gym shoes,7072,264,1.96,6,707.67
2026-01-12,US,EN,running shoes online,11424,906,1.18,24,1857.14
2026-04-29,US,EN,best marathon sneakers,7142,225,4.18,3,303.36
2026-05-19,APAC,ZH,跑步鞋推荐2026,10591,450,5.76,1,76.5
2026-04-07,US,EN,affordable athletic footwear,13885,1032,2.41,13,866.2
2026-05-27,APAC,EN,東京 マラソン 靴,2218,73,15.73,0,0.0
2026-02-26,US,EN,best marathon sneakers,11980,666,3.21,12,851.56
2026-02-11,APAC,JP,ランニングシューズ 評価,8914,269,13.25,0,0.0
2026-04-08,APAC,ZH,跑步鞋推荐2026,8759,203,3.55,0,0.0
2026-01-31,APAC,JP,跑步鞋推荐2026,4468,87,1.74,0,0.0
2026-06-29,APAC,JP,東京 マラソン 靴,7892,121,3.15,0,0.0
2026-01-02,US,EN,best marathon sneakers,16339,983,2.47,14,1237.42
2026-06-15,US,EN,best marathon sneakers,18073,1193,1.01,27,3075.31
2026-02-01,US,EN,running shoes online,9690,463,0.9,18,1612.1
2026-05-18,APAC,ZH,耐磨网球鞋,4079,161,13.89,0,0.0
2026-04-15,APAC,ZH,耐磨网球鞋,17324,628,7.59,2,142.9
2026-05-16,US,EN,affordable athletic footwear,7655,551,0.5,26,1889.65
2026-03-16,APAC,JP,東京 マラソン 靴,14131,608,10.22,1,64.9
2026-04-15,APAC,ZH,耐磨网球鞋,3820,88,6.37,0,0.0
2026-05-28,APAC,JP,跑步鞋推荐2026,1436,34,3.88,0,0.0
2026-05-28,US,EN,discount sports shoes,11352,303,1.82,5,444.26
2026-05-07,US,EN,running shoes online,5098,118,3.17,1,84.72
2026-01-09,US,EN,running shoes online,3789,275,2.63,4,317.41
2026-01-15,US,EN,buy gym shoes,16004,1217,0.64,40,4744.21
2026-04-07,APAC,ZH,東京 マラソン 靴,19372,400,3.1,2,155.99
2026-04-15,US,EN,discount sports shoes,8248,597,1.41,16,1285.88
2026-03-04,US,EN,affordable athletic footwear,8346,587,3.56,7,507.15
2026-01-21,APAC,ZH,跑步鞋推荐2026,1665,63,4.12,0,0.0
2026-01-05,US,EN,best marathon sneakers,18845,1242,1.81,30,2472.21
2026-05-05,US,EN,affordable athletic footwear,3868,92,3.43,1,91.75
2026-06-12,US,EN,discount sports shoes,3493,213,3.36,3,255.0
2026-03-26,US,EN,discount sports shoes,5850,289,1.84,7,438.52
2026-04-23,APAC,ZH,耐磨网球鞋,8191,322,9.15,1,83.31
2026-06-25,APAC,JP,耐磨网球鞋,15724,719,1.57,7,557.04
2026-03-21,US,EN,discount sports shoes,16400,1216,7.54,10,868.16
2026-04-26,US,EN,best marathon sneakers,13693,726,3.36,7,664.24
2026-06-12,APAC,JP,cross-border sports sneakers,11101,403,6.51,1,77.17
2026-04-07,US,EN,best marathon sneakers,4324,112,1.57,2,191.71
2026-01-21,US,EN,affordable athletic footwear,5509,267,2.64,3,255.0
2026-03-21,US,EN,buy gym shoes,9299,582,8.27,3,192.68
2026-02-08,US,EN,best marathon sneakers,9092,337,2.5,5,491.61
2026-06-11,US,EN,running shoes online,17902,1362,1.72,30,3057.16
2026-05-01,APAC,ZH,耐磨网球鞋,11144,473,20.38,0,0.0
2026-05-04,US,EN,discount sports shoes,18825,640,1.48,11,1132.66
2026-05-23,APAC,ZH,跑步鞋推荐2026,8574,225,1.68,2,175.39
2026-01-06,APAC,ZH,跑步鞋推荐2026,18286,597,1.99,6,596.22
2026-02-25,US,EN,best marathon sneakers,8990,291,4.57,2,153.64
2026-02-18,US,EN,best marathon sneakers,16909,1019,0.65,37,2751.08
2026-04-02,APAC,ZH,東京 マラソン 靴,6766,322,4.85,1,127.85
2026-05-09,US,EN,discount sports shoes,19167,941,4.19,12,1023.04
2026-03-06,US,EN,discount sports shoes,13297,1053,1.27,28,2427.08
2026-01-28,US,EN,best marathon sneakers,9592,627,1.95,10,991.78
2026-04-10,US,EN,running shoes online,13251,329,0.92,8,992.85
2026-05-28,US,EN,affordable athletic footwear,6538,264,0.67,8,461.56
2026-06-25,APAC,EN,跑步鞋推荐2026,14318,229,3.75,1,65.65
2026-03-13,US,EN,discount sports shoes,14681,948,1.44,28,1779.82
2026-03-06,US,EN,buy gym shoes,5544,206,0.66,5,393.19
2026-02-20,US,EN,buy gym shoes,16925,1306,2.62,21,1697.41
2026-06-20,APAC,ZH,ランニングシューズ 評価,6137,144,2.84,1,82.63
2026-02-18,APAC,ZH,耐磨网球鞋,4165,131,2.71,1,113.08
2026-06-02,APAC,EN,跑步鞋推荐2026,1510,67,15.42,0,0.0
2026-03-15,US,EN,running shoes online,7730,559,3.73,6,559.87
2026-06-18,APAC,JP,東京 マラソン 靴,6845,180,23.32,0,0.0
2026-01-12,US,EN,best marathon sneakers,16166,1125,1.07,36,3053.46
2026-04-14,US,EN,discount sports shoes,9928,751,1.19,21,1506.79
2026-03-22,US,EN,best marathon sneakers,7173,482,3.44,7,754.96
2026-05-07,US,EN,buy gym shoes,15614,442,0.86,15,1380.65
2026-01-14,US,EN,best marathon sneakers,10236,622,1.96,14,1462.23
2026-02-03,US,EN,discount sports shoes,15786,939,3.33,13,1344.26
2026-02-17,US,EN,affordable athletic footwear,10235,567,1.23,17,2028.92
2026-03-02,US,EN,discount sports shoes,10489,340,1.72,5,414.88
2026-02-04,US,EN,running shoes online,11571,580,1.03,18,796.56
2026-04-29,APAC,EN,跑步鞋推荐2026,8308,148,9.84,0,0.0
2026-03-06,APAC,EN,ランニングシューズ 評価,12126,421,7.98,1,81.07
2026-02-28,APAC,EN,ランニングシューズ 評価,19142,452,3.48,2,209.69
2026-02-05,US,EN,discount sports shoes,19429,1254,1.2,40,2551.18
2026-05-27,APAC,ZH,耐磨网球鞋,4333,139,4.37,0,0.0
2026-02-11,US,EN,running shoes online,11852,920,4.18,12,838.8
2026-03-10,US,EN,buy gym shoes,7493,230,1.12,8,665.55
2026-05-27,US,EN,affordable athletic footwear,5982,372,2.14,6,474.96
2026-04-17,APAC,JP,跑步鞋推荐2026,5018,83,2.49,0,0.0
2026-02-08,APAC,EN,cross-border sports sneakers,6371,310,4.42,1,88.65
2026-03-10,APAC,ZH,耐磨网球鞋,18008,615,1.72,7,674.29
2026-06-29,APAC,JP,跑步鞋推荐2026,10300,258,3.03,2,133.99
2026-01-12,APAC,JP,耐磨网球鞋,12536,213,6.31,0,0.0
2026-03-24,US,EN,discount sports shoes,1091,39,2.77,0,0.0
2026-06-24,US,EN,buy gym shoes,14601,911,0.75,36,3233.78
2026-02-05,APAC,EN,ランニングシューズ 評価,12270,304,14.85,0,0.0
2026-05-06,APAC,JP,東京 マラソン 靴,9005,220,5.36,0,0.0
2026-03-04,US,EN,running shoes online,16899,920,3.74,8,850.53
2026-03-17,APAC,ZH,跑步鞋推荐2026,11667,377,5.0,1,80.22
2026-03-23,US,EN,discount sports shoes,12644,1005,1.71,19,1745.95
2026-02-20,APAC,ZH,耐磨网球鞋,17653,525,11.79,1,81.92
2026-02-12,APAC,ZH,耐磨网球鞋,602,19,2.42,0,0.0
2026-02-03,APAC,ZH,東京 マラソン 靴,2666,74,5.02,0,0.0
2026-04-07,US,EN,running shoes online,1092,73,1.28,1,82.4
2026-02-18,US,EN,best marathon sneakers,16179,641,1.4,17,1851.85
2026-05-26,APAC,ZH,跑步鞋推荐2026,949,22,3.73,0,0.0
2026-05-05,US,EN,affordable athletic footwear,6000,391,2.39,8,591.52
2026-02-26,APAC,JP,跑步鞋推荐2026,14117,564,3.14,4,427.75
2026-04-03,APAC,EN,ランニングシューズ 評価,16861,719,5.11,2,107.97
2026-04-19,APAC,JP,cross-border sports sneakers,13554,677,6.15,2,230.41
2026-01-05,US,EN,discount sports shoes,16038,1063,0.96,40,2941.27
2026-01-24,APAC,ZH,ランニングシューズ 評価,1789,87,2.82,0,0.0
2026-02-28,APAC,ZH,耐磨网球鞋,2658,43,4.62,0,0.0
2026-02-07,US,EN,discount sports shoes,4689,245,0.6,8,564.91
2026-06-10,APAC,JP,東京 マラソン 靴,11144,418,1.71,5,353.94
2026-01-10,US,EN,discount sports shoes,18546,848,1.5,25,2113.16
2026-06-14,US,EN,buy gym shoes,3766,239,1.79,4,366.1
2026-05-06,APAC,ZH,東京 マラソン 靴,10427,177,3.24,1,99.96
2026-01-11,US,EN,discount sports shoes,6915,462,1.43,8,676.73
2026-01-24,US,EN,affordable athletic footwear,8264,515,0.77,12,795.85
2026-03-29,US,EN,running shoes online,19393,824,1.57,22,2121.21
2026-04-24,US,EN,discount sports shoes,18021,539,2.98,8,624.01
2026-01-21,APAC,ZH,跑步鞋推荐2026,4853,229,1.53,3,200.4
2026-05-28,US,EN,buy gym shoes,5023,298,4.59,2,128.31
2026-01-10,APAC,JP,跑步鞋推荐2026,14282,588,6.95,2,177.46
2026-06-24,US,EN,affordable athletic footwear,11845,946,3.13,10,995.24
2026-06-24,APAC,ZH,ランニングシューズ 評価,1387,44,1.56,0,0.0
2026-05-23,US,EN,buy gym shoes,9712,394,3.97,3,238.26
2026-06-21,APAC,ZH,東京 マラソン 靴,14031,319,9.42,0,0.0
2026-05-14,US,EN,discount sports shoes,11639,695,1.35,20,2530.52
2026-03-07,US,EN,discount sports shoes,1229,61,1.23,1,99.03
2026-05-02,APAC,EN,cross-border sports sneakers,4347,100,7.57,0,0.0
2026-05-12,US,EN,discount sports shoes,735,54,2.06,1,62.8
2026-01-23,US,EN,affordable athletic footwear,17211,494,0.97,11,968.2
2026-01-13,APAC,ZH,東京 マラソン 靴,11722,299,13.26,0,0.0
2026-06-08,US,EN,affordable athletic footwear,7563,404,1.12,11,862.54
2026-01-16,US,EN,affordable athletic footwear,17140,1001,2.51,17,1247.23
2026-02-10,US,EN,discount sports shoes,1123,61,1.91,0,0.0
2026-01-01,APAC,ZH,東京 マラソン 靴,1999,42,3.52,0,0.0
2026-04-21,US,EN,affordable athletic footwear,4923,295,2.44,6,347.37
2026-01-12,US,EN,running shoes online,10009,715,1.78,10,755.96
2026-04-29,US,EN,best marathon sneakers,9438,529,1.94,12,1129.75
2026-06-27,US,EN,discount sports shoes,3281,254,2.94,4,297.78
2026-01-20,US,EN,buy gym shoes,3773,96,0.86,2,163.17
2026-02-05,APAC,ZH,跑步鞋推荐2026,5498,103,15.01,0,0.0
2026-03-20,US,EN,best marathon sneakers,5399,396,1.05,10,726.2
2026-06-15,US,EN,affordable athletic footwear,17700,708,5.39,7,658.8
2026-05-30,US,EN,buy gym shoes,19992,555,1.41,12,935.76
2026-04-18,US,EN,running shoes online,9741,214,6.85,1,76.85
2026-06-27,US,EN,best marathon sneakers,3168,65,5.56,0,0.0
2026-04-06,US,EN,affordable athletic footwear,15949,951,3.75,11,1038.38
2026-02-28,APAC,ZH,東京 マラソン 靴,15186,565,6.85,1,86.34
2026-01-20,US,EN,running shoes online,12496,310,1.74,7,664.46
2026-06-13,US,EN,running shoes online,12216,868,1.71,23,1754.98
2026-05-06,US,EN,best marathon sneakers,16631,1137,1.15,33,2390.81
2026-04-07,US,EN,best marathon sneakers,918,38,0.69,1,66.41
2026-05-23,APAC,EN,cross-border sports sneakers,19537,376,10.5,1,85.0
2026-03-03,US,EN,affordable athletic footwear,11469,894,1.36,26,2532.85
2026-05-11,APAC,ZH,東京 マラソン 靴,6136,193,7.92,0,0.0
2026-04-03,US,EN,best marathon sneakers,19199,632,1.32,14,1191.24
2026-04-01,US,EN,buy gym shoes,2175,171,1.6,4,371.43
2026-05-13,APAC,ZH,耐磨网球鞋,14334,654,6.85,2,123.07
2026-05-03,US,EN,best marathon sneakers,17874,456,0.87,15,1220.56
2026-06-08,US,EN,running shoes online,19514,1021,4.97,11,1088.11
2026-03-27,US,EN,discount sports shoes,16473,802,0.64,34,2443.95
2026-06-12,APAC,JP,東京 マラソン 靴,15229,637,3.31,3,237.46
2026-04-28,APAC,ZH,cross-border sports sneakers,10618,472,1.82,6,271.21
2026-01-26,US,EN,best marathon sneakers,11805,554,2.72,8,688.38
2026-04-28,APAC,ZH,東京 マラソン 靴,15899,749,3.39,3,209.54
2026-01-01,US,EN,best marathon sneakers,8800,313,0.57,9,723.35
2026-01-07,APAC,ZH,東京 マラソン 靴,11061,379,1.41,5,490.08
2026-06-13,US,EN,discount sports shoes,14361,871,0.6,40,3606.72
2026-03-17,APAC,EN,cross-border sports sneakers,5750,100,4.2,0,0.0
2026-03-28,APAC,ZH,ランニングシューズ 評価,9963,482,3.36,2,169.0
2026-06-02,APAC,ZH,東京 マラソン 靴,764,24,6.53,0,0.0
2026-04-04,US,EN,best marathon sneakers,17859,1382,5.44,12,1252.87
2026-03-02,US,EN,running shoes online,8770,189,1.6,3,304.22
